,model,year,price,transmission,mileage,engine size,mileage2,fuel type2,engine size2
3531, C Class,2016,14999,Automatic,80195,20,64.2,Diesel,2.1
3532, C Class,2012,9099,Automatic,54275,145,56.5,Diesel,2.1
3533, C Class,2016,15499,Manual,63478,20,68.9,Diesel,2.1
3534, C Class,2013,10999,Automatic,63930,145,53.3,Diesel,2.1
3535, C Class,2015,17149,Automatic,48191,125,60.1,Diesel,2.1
3536, C Class,2016,15399,Automatic,49586,20,64.2,Diesel,2.1
3537, C Class,2018,21999,Automatic,20892,145,43.5,Petrol,2.0
3538, C Class,2017,14399,Manual,18862,145,53.3,Petrol,2.0
3539, C Class,2017,17499,Automatic,35652,135,134.5,Hybrid,2.0
3540, C Class,2016,17799,Automatic,53613,30,64.2,Diesel,2.1
3541, C Class,2015,16500,Automatic,37000,30,61.4,Diesel,2.143
3543, C Class,2009,5295,Automatic,112000,200,46.3,Diesel,2143.0
3544, C Class,2011,6995,Automatic,120899,200,40.4,Petrol,1796.0
3545, C Class,2012,5250,Automatic,170000,145,54.3,Diesel,2143.0
3546, C Class,2016,18999,Automatic,25334,125,51.4,Petrol,2.0
3547, C Class,2014,16499,Automatic,34032,30,64.2,Diesel,2.1
3549, C Class,2015,13790,Automatic,54000,125,52.3,Petrol,1991.0
3550, C Class,2015,15490,Automatic,34000,20,64.2,Diesel,2143.0
3552, C Class,2013,7199,Automatic,124000,145,53.3,Diesel,2143.0
3553, C Class,2018,42995,Automatic,18000,145,32.8,Petrol,3982.0
3554, C Class,2015,17695,Automatic,64765,30,64.2,Diesel,2.143
3555, C Class,2017,36995,Automatic,25286,145,35.3,Petrol,2.996
3556, C Class,2013,7000,Manual,109447,20,68.9,Diesel,2.1
3557, C Class,2013,10490,Automatic,64498,150,56.5,Diesel,2143.0
3558, C Class,2017,21750,Automatic,16750,125,58.9,Diesel,2143.0
3559, C Class,2019,25995,Automatic,10051,145,64.2,Diesel,2.0
3561, C Class,2002,2140,Automatic,52700,325,31.4,Petrol,1998.0
3562, C Class,2009,6995,Automatic,60000,265,42.2,Diesel,2.1
3563, C Class,2015,29990,Automatic,56000,300,34.5,Petrol,4.0
3567, C Class,2011,9000,Automatic,55657,145,53.3,Diesel,2.1
3568, C Class,2015,24500,Automatic,91639,300,34.5,Petrol,4.0
3569, C Class,2015,13300,Manual,64219,20,68.9,Diesel,2.1
3570, C Class,2015,15275,Automatic,67889,0,76.4,Hybrid,2.1
3571, C Class,2013,13995,Automatic,24000,160,44.8,Petrol,1.6
3572, C Class,2008,4995,Automatic,90000,260,42.2,Diesel,2148.0
3577, C Class,2016,16950,Automatic,51700,0,134.5,Hybrid,1991.0
3578, C Class,2016,12795,Automatic,100000,0,134.5,Hybrid,1991.0
3579, C Class,2015,11500,Manual,84830,125,52.3,Petrol,1991.0
3580, C Class,2020,34495,Automatic,6000,145,48.7,Diesel,2.0
3581, C Class,2020,30990,Automatic,6000,145,64.2,Diesel,2.0
3582, C Class,2018,23899,Automatic,10945,145,61.4,Diesel,2.0
3583, C Class,2019,25890,Automatic,10454,145,64.2,Diesel,2.0
3584, C Class,2018,17750,Automatic,27563,145,64.2,Diesel,2.1
3585, C Class,2019,24190,Automatic,13733,145,46.3,Petrol,1.5
3586, C Class,2019,28290,Automatic,5534,145,56.5,Diesel,2.0
3587, C Class,2016,15249,Automatic,30954,125,53.3,Petrol,2.0
3588, C Class,2019,32950,Automatic,3061,145,44.1,Petrol,2.0
3589, C Class,2019,26190,Automatic,7126,145,47.1,Petrol,1.5
3590, C Class,2017,17890,Automatic,45437,0,134.5,Hybrid,2000.0
3591, C Class,2017,20990,Automatic,20000,145,60.1,Diesel,2.1
3592, C Class,2015,17990,Automatic,34000,30,64.2,Diesel,2.1
3593, C Class,2014,10990,Automatic,48100,165,44.8,Petrol,1.6
3594, C Class,2017,22767,Automatic,30676,150,67.3,Diesel,2.1
3595, C Class,2016,16000,Automatic,28000,20,64.2,Diesel,2143.0
3596, C Class,2016,19750,Automatic,36095,30,64.2,Diesel,2143.0
3598, C Class,2017,21980,Automatic,41539,30,65.7,Diesel,2100.0
3599, C Class,2017,22980,Automatic,26844,150,58.9,Diesel,2100.0
3600, C Class,2016,32980,Automatic,18389,300,34.0,Petrol,3000.0
3601, C Class,2019,22980,Automatic,11287,145,58.9,Diesel,1600.0
3602, C Class,2016,17480,Automatic,23109,125,52.3,Petrol,2000.0
3603, C Class,2017,22280,Automatic,25023,145,65.7,Diesel,2100.0
3604, C Class,2016,18980,Automatic,25207,125,51.4,Petrol,2000.0
3605, C Class,2017,23180,Automatic,5822,145,47.1,Petrol,2000.0
3607, C Class,2013,8995,Automatic,70000,125,55.4,Diesel,2143.0
3608, C Class,2014,11295,Automatic,45000,160,46.3,Petrol,1595.0
3609, C Class,2018,22950,Automatic,6000,145,58.9,Diesel,2.1
3610, C Class,2015,16950,Automatic,20000,0,76.4,Hybrid,2.2
3611, C Class,2017,19950,Automatic,30000,150,48.7,Petrol,2.0
3612, C Class,2017,22950,Automatic,9000,150,58.9,Diesel,2.1
3613, C Class,2016,36950,Automatic,18000,305,34.5,Petrol,4.0
3614, C Class,2019,12900,Manual,3000,145,50.4,Diesel,1461.0
3617, C Class,2016,17000,Automatic,68429,30,64.2,Diesel,2100.0
3618, C Class,2017,23966,Automatic,29540,205,40.9,Petrol,2000.0
3619, C Class,2019,54980,Automatic,9155,145,27.2,Petrol,4000.0
3622, C Class,2005,2690,Automatic,109000,325,32.1,Petrol,1796.0
3623, C Class,2010,7490,Automatic,60000,205,45.6,Diesel,2143.0
3624, C Class,2011,9495,Automatic,39000,160,43.5,Petrol,1796.0
3626, C Class,2018,18390,Automatic,11319,145,65.7,Diesel,1.6
3627, C Class,2019,27790,Automatic,5617,145,57.7,Diesel,2.0
3628, C Class,2020,31690,Automatic,3000,145,64.2,Diesel,2.0
3629, C Class,2019,25590,Automatic,2326,145,46.3,Petrol,1.5
3630, C Class,2017,19743,Automatic,16509,145,61.4,Diesel,2.1
3631, C Class,2019,24055,Automatic,7475,145,61.4,Diesel,2.0
3632, C Class,2019,28524,Automatic,8263,145,57.7,Diesel,2.0
3633, C Class,2016,19328,Automatic,25042,30,64.2,Diesel,2.1
3634, C Class,2019,29546,Automatic,7990,145,54.3,Diesel,2.0
3635, C Class,2017,15311,Automatic,31371,20,65.7,Diesel,2.1
3636, C Class,2016,15485,Automatic,58468,0,122.8,Hybrid,1991.0
3637, C Class,2010,6999,Automatic,80000,200,45.6,Diesel,2.1
3638, C Class,2015,20999,Automatic,20000,30,64.2,Diesel,2.1
3639, C Class,2010,5999,Manual,68000,145,56.5,Diesel,2.1
3640, C Class,2012,10499,Automatic,47200,165,44.8,Petrol,1.6
3641, C Class,2013,10999,Manual,57000,160,52.3,Diesel,2.1
3642, C Class,2012,9499,Automatic,64000,145,53.3,Diesel,2.1
3643, C Class,2017,23800,Automatic,13800,30,65.7,Diesel,2.1
3644, C Class,2015,18999,Automatic,28000,30,64.2,Diesel,2.1
3645, C Class,2016,16995,Automatic,20000,20,64.2,Diesel,2143.0
3646, C Class,2017,36000,Automatic,45979,150,34.5,Petrol,3982.0
3647, C Class,2016,15750,Automatic,15000,20,65.7,Diesel,2143.0
3649, C Class,2016,16400,Automatic,46479,125,60.1,Diesel,2.143
3650, C Class,2017,18500,Automatic,38082,150,61.4,Diesel,2.143
3651, C Class,2018,13300,Manual,32840,145,53.3,Petrol,1.991
3652, C Class,2015,12300,Automatic,85275,30,64.2,Diesel,2.143
3653, C Class,2017,19000,Automatic,24798,20,68.9,Diesel,2.143
3654, C Class,2017,14500,Automatic,31559,30,65.7,Diesel,2.143
3655, C Class,2015,14000,Automatic,70857,30,61.4,Diesel,2.143
3656, C Class,2017,14500,Automatic,48280,30,65.7,Diesel,1.598
3657, C Class,2018,18750,Automatic,21103,150,48.7,Petrol,1.991
3658, C Class,2017,16500,Automatic,41272,150,60.1,Diesel,2.143
3661, C Class,2016,21990,Automatic,35000,0,74.3,Hybrid,2143.0
3662, C Class,2010,7990,Automatic,66000,200,46.3,Diesel,2143.0
3664, C Class,2009,7495,Automatic,54000,260,36.7,Petrol,1597.0
3665, C Class,2009,6995,Automatic,42000,235,38.7,Petrol,1597.0
3666, C Class,2016,14700,Automatic,58070,30,62.8,Diesel,2.143
3667, C Class,2017,16000,Automatic,54011,0,134.5,Other,1.991
3668, C Class,2016,15900,Automatic,21606,20,64.2,Diesel,2.143
3669, C Class,2017,17900,Automatic,33265,30,61.4,Diesel,2.143
3670, C Class,2015,15000,Automatic,53400,0,134.5,Other,1.991
3671, C Class,2017,17800,Automatic,29831,145,61.4,Diesel,2.143
3672, C Class,2018,15600,Automatic,20139,145,64.2,Diesel,2.143
3673, C Class,2017,17400,Automatic,52897,0,134.5,Other,1.991
3674, C Class,2017,17900,Automatic,13492,30,61.4,Diesel,2.143
3675, C Class,2016,18600,Automatic,32897,125,60.1,Diesel,2.143
3676, C Class,2015,15750,Manual,34672,30,64.2,Diesel,2.143
3677, C Class,2017,16600,Automatic,45277,30,61.4,Diesel,2.143
3678, C Class,2017,13900,Manual,20524,145,53.3,Petrol,1.991
3679, C Class,2016,17300,Automatic,42310,30,64.2,Diesel,2.143
3680, C Class,2017,20000,Automatic,39268,150,58.9,Diesel,2.143
3681, C Class,2008,3995,Automatic,104000,210,42.2,Diesel,2148.0
3682, C Class,2016,20500,Automatic,16801,20,67.3,Diesel,2.1
3684, C Class,2014,9000,Manual,52000,20,64.2,Diesel,2.1
3685, C Class,2018,16500,Automatic,31942,150,50.4,Petrol,2.0
3686, C Class,2018,20000,Automatic,11870,145,48.7,Petrol,2.0
3687, C Class,2018,22000,Automatic,19825,145,67.3,Diesel,2.1
3688, C Class,2017,13900,Manual,47608,20,68.9,Diesel,2.143
3689, C Class,2018,18500,Automatic,22672,150,50.4,Petrol,1.991
3690, C Class,2017,13800,Automatic,50369,20,65.7,Diesel,2.143
3691, C Class,2017,16500,Manual,9793,145,52.3,Petrol,1.991
3692, C Class,2018,21000,Automatic,29911,150,58.9,Diesel,2.143
3693, C Class,2015,15300,Automatic,33303,30,64.2,Diesel,2.143
3694, C Class,2016,11300,Manual,49604,125,51.4,Petrol,1.991
3695, C Class,2007,1995,Automatic,89000,300,33.6,Petrol,1.8
3698, C Class,2016,18200,Automatic,42000,20,68.9,Diesel,2.1
3699, C Class,2014,16995,Automatic,31000,30,64.2,Diesel,2.14
3700, C Class,2016,19995,Automatic,29000,125,60.1,Diesel,2.14
3701, C Class,2017,16400,Automatic,31681,145,64.2,Diesel,2.143
3702, C Class,2017,20100,Automatic,24348,20,67.3,Diesel,2.143
3703, C Class,2017,17100,Automatic,21388,30,64.2,Diesel,2.143
3704, C Class,2017,16700,Automatic,32912,30,61.4,Diesel,2.143
3705, C Class,2017,19700,Automatic,29516,125,58.9,Diesel,2.143
3706, C Class,2014,17000,Automatic,36115,125,60.1,Diesel,2.143
3707, C Class,2016,16200,Automatic,37843,30,64.2,Diesel,2.143
3708, C Class,2017,17200,Automatic,20876,30,64.2,Diesel,2.143
3709, C Class,2018,16600,Automatic,29296,145,64.2,Diesel,2.143
3710, C Class,2015,15000,Automatic,44939,30,64.2,Diesel,2.143
3711, C Class,2016,13000,Manual,22886,20,70.6,Diesel,2.143
3712, C Class,2016,15900,Automatic,51208,30,64.2,Diesel,2.143
3713, C Class,2015,17500,Automatic,39343,30,64.2,Diesel,2.143
3714, C Class,2012,8495,Automatic,51564,160,43.5,Petrol,1796.0
3717, C Class,2007,3790,Automatic,99000,555,28.8,Petrol,2497.0
3718, C Class,2007,3890,Automatic,87000,325,32.5,Petrol,1796.0
3719, C Class,2017,15700,Automatic,40285,145,64.2,Diesel,2.143
3720, C Class,2009,4480,Automatic,130000,300,37.7,Diesel,2987.0
3721, C Class,2014,11290,Automatic,48000,145,56.5,Diesel,2143.0
3722, C Class,2015,14940,Automatic,43000,20,64.2,Diesel,2143.0
3723, C Class,2019,26490,Automatic,14696,145,56.5,Diesel,2.0
3724, C Class,2019,29690,Automatic,7500,145,64.2,Diesel,2.0
3725, C Class,2019,25490,Automatic,13101,145,61.4,Diesel,2.0
3726, C Class,2019,31390,Automatic,3000,145,46.3,Petrol,1.5
3727, C Class,2020,31790,Automatic,3500,145,64.2,Petrol,2.0
3728, C Class,2019,27990,Automatic,6500,145,61.4,Diesel,2.0
3729, C Class,2019,24590,Automatic,11368,145,58.9,Diesel,1.6
3730, C Class,2016,21000,Automatic,32442,150,49.6,Petrol,1.991
3731, C Class,2018,17100,Automatic,22655,145,64.2,Diesel,2.143
3732, C Class,2015,15700,Automatic,21695,20,64.2,Diesel,2.143
3733, C Class,2017,14850,Manual,67000,20,68.9,Diesel,2.143
3734, C Class,2017,13700,Automatic,43020,20,65.7,Diesel,2.143
3735, C Class,2017,17400,Automatic,30744,145,61.4,Diesel,2.143
3736, C Class,2017,16600,Automatic,27447,30,64.2,Diesel,2.143
3737, C Class,2014,14200,Manual,31543,20,68.9,Diesel,2.143
3738, C Class,2016,17100,Automatic,42427,125,60.1,Diesel,2.143
3739, C Class,2015,11200,Automatic,34799,145,53.3,Diesel,2.143
3740, C Class,2018,17900,Automatic,28446,145,61.4,Diesel,2.143
3741, C Class,2015,11400,Manual,25698,20,72.4,Diesel,1.598
3742, C Class,2017,20000,Automatic,30128,20,68.9,Diesel,2.143
3743, C Class,2017,19000,Automatic,33891,30,61.4,Diesel,2.143
3744, C Class,2016,20500,Automatic,25113,30,64.2,Diesel,2.143
3745, C Class,2017,17800,Automatic,28042,145,50.4,Petrol,1.991
3746, C Class,2016,18450,Automatic,17050,30,64.2,Diesel,2.143
3747, C Class,2015,12800,Automatic,79011,30,61.4,Diesel,2.143
3748, C Class,2015,17200,Automatic,40961,125,60.1,Diesel,2.143
3749, C Class,2016,12800,Manual,40595,20,70.6,Diesel,2.143
3750, C Class,2018,18500,Automatic,17771,145,61.4,Diesel,2.143
3751, C Class,2017,20000,Manual,28831,145,65.7,Diesel,2.143
3752, C Class,2018,19000,Automatic,23280,150,48.7,Petrol,1.991
3753, C Class,2018,19000,Automatic,19542,150,48.7,Petrol,1.991
3754, C Class,2016,17500,Automatic,52749,0,76.4,Hybrid,2.143
3755, C Class,2018,19250,Automatic,20275,150,60.1,Diesel,2.143
3756, C Class,2016,15500,Automatic,36584,30,65.7,Diesel,1.598
3757, C Class,2015,17450,Automatic,42377,0,76.4,Hybrid,2.143
3758, C Class,2017,19500,Automatic,42157,145,67.3,Diesel,2.143
3759, C Class,2016,13000,Manual,69385,20,68.9,Diesel,2.143
3760, C Class,2014,13500,Automatic,49409,20,64.2,Diesel,2.143
3761, C Class,2015,13400,Automatic,51245,20,64.2,Diesel,2.143
3762, C Class,2018,17600,Automatic,22749,145,49.6,Petrol,1.991
3763, C Class,2016,16000,Automatic,34107,30,64.2,Diesel,2.143
3764, C Class,2018,18700,Automatic,16414,150,61.4,Diesel,2.143
3765, C Class,2017,16450,Automatic,29219,145,64.2,Diesel,2.143
3766, C Class,2016,19900,Automatic,59256,30,65.7,Diesel,2.143
3767, C Class,2015,11000,Manual,83193,20,68.9,Diesel,2.143
3768, C Class,2016,17500,Automatic,23112,30,64.2,Diesel,2.143
3769, C Class,2017,17500,Automatic,30297,30,64.2,Diesel,2.143
3770, C Class,2018,19000,Automatic,22291,150,60.1,Diesel,2.143
3771, C Class,2018,19750,Automatic,19443,150,60.1,Diesel,2.143
3772, C Class,2016,16600,Automatic,56827,20,67.3,Diesel,2.143
3773, C Class,2017,13100,Manual,22716,125,53.3,Petrol,1.991
3774, C Class,2016,13800,Automatic,69505,125,60.1,Diesel,2.143
3775, C Class,2016,13900,Manual,26108,125,52.3,Petrol,1.991
3776, C Class,2018,18900,Automatic,25569,145,58.9,Diesel,2.143
3777, C Class,2014,13600,Automatic,80579,30,64.2,Diesel,2.143
3778, C Class,2018,18750,Automatic,20512,150,48.7,Petrol,1.991
3779, C Class,2015,15750,Automatic,28953,20,64.2,Diesel,2.143
3780, C Class,2018,21800,Automatic,7540,145,45.6,Petrol,1.497
3781, C Class,2016,15400,Automatic,23881,20,64.2,Diesel,2.143
3782, C Class,2016,17500,Automatic,35444,125,60.1,Diesel,2.143
3783, C Class,2016,14000,Manual,47140,30,64.2,Diesel,2.143
3784, C Class,2017,18250,Automatic,26036,150,64.2,Diesel,2.143
3785, C Class,2016,12450,Manual,52656,20,65.7,Diesel,2.143
3786, C Class,2019,30444,Automatic,3360,145,54.3,Diesel,1.6
3788, C Class,2019,29944,Automatic,3500,145,47.1,Petrol,1.5
3789, C Class,2019,39894,Automatic,10585,145,30.4,Petrol,3.0
3791, C Class,2015,12000,Automatic,40005,150,53.3,Diesel,2.1
3792, C Class,2015,13995,Automatic,96000,30,62.8,Diesel,2.14
3793, C Class,2004,1495,Manual,119000,300,34.5,Petrol,1.8
3794, C Class,2016,17995,Automatic,11000,30,65.7,Diesel,1600.0
3795, C Class,2015,17500,Automatic,45566,30,64.2,Diesel,2.143
3796, C Class,2015,12800,Manual,41945,20,68.9,Diesel,2.143
3797, C Class,2016,17600,Automatic,28389,30,64.2,Diesel,2.143
3798, C Class,2016,15300,Automatic,48507,30,62.8,Diesel,2.143
3799, C Class,2017,19200,Automatic,29695,30,64.2,Diesel,2.143
3800, C Class,2018,18500,Automatic,24277,145,61.4,Diesel,2.143
3801, C Class,2016,13850,Automatic,77814,0,134.5,Other,1.991
3802, C Class,2017,17600,Automatic,21841,30,60.1,Diesel,2.143
3803, C Class,2017,18900,Automatic,31674,145,47.9,Petrol,1.991
3804, C Class,2015,15500,Automatic,32967,30,64.2,Diesel,2.143
3805, C Class,2014,15701,Automatic,20498,20,64.2,Diesel,2.1
3806, C Class,2019,26601,Automatic,9949,150,64.2,Diesel,2.0
3807, C Class,2016,17672,Automatic,31656,30,64.2,Diesel,2.1
3811, C Class,2019,28980,Automatic,5500,145,60.1,Diesel,2000.0
3812, C Class,2019,23280,Automatic,3908,145,44.1,Petrol,1500.0
3813, C Class,2019,32980,Automatic,2000,145,64.2,Diesel,2000.0
3816, C Class,2016,20990,Automatic,23000,30,64.2,Diesel,2143.0
3817, C Class,2019,23444,Automatic,13279,145,61.4,Diesel,2.0
3818, C Class,2018,27244,Automatic,12054,145,67.3,Diesel,2.1
3820, C Class,2019,34890,Automatic,21927,145,29.4,Petrol,3000.0
3821, C Class,2017,20750,Automatic,22540,0,134.5,Hybrid,2000.0
3822, C Class,2015,13890,Manual,36006,20,70.6,Diesel,2100.0
3823, C Class,2017,17890,Automatic,36000,150,50.4,Petrol,2000.0
3824, C Class,2016,20444,Automatic,24357,30,64.2,Diesel,2.1
3825, C Class,2019,24244,Automatic,11907,145,44.1,Petrol,1.5
3826, C Class,2016,27444,Automatic,36815,260,35.8,Petrol,3.0
3827, C Class,2019,24244,Automatic,10804,145,46.3,Petrol,1.5
3828, C Class,2019,29444,Automatic,15707,145,61.4,Diesel,2.0
3829, C Class,2019,24944,Automatic,13538,145,58.9,Diesel,2.0
3830, C Class,2016,16890,Automatic,47850,30,61.4,Diesel,2100.0
3832, C Class,2006,1695,Automatic,153000,300,33.6,Petrol,1.8
3833, C Class,2013,11995,Automatic,40000,145,53.3,Diesel,2.143
3834, C Class,2007,3695,Automatic,160000,290,39.2,Diesel,2.15
3842, C Class,2015,29900,Automatic,33521,300,34.5,Petrol,4.0
3843, C Class,2013,8250,Automatic,63555,150,47.9,Petrol,1.6
3844, C Class,2014,21495,Automatic,56444,580,23.5,Petrol,6.2
3845, C Class,2004,1780,Automatic,118000,265,41.5,Diesel,2.2
3846, C Class,2019,27890,Automatic,10091,145,57.7,Diesel,2000.0
3848, C Class,2018,20250,Automatic,84205,145,58.9,Diesel,1600.0
3850, C Class,2019,27480,Automatic,8248,145,57.7,Diesel,2000.0
3851, C Class,2020,41450,Automatic,3897,145,44.1,Petrol,1500.0
3852, C Class,2016,17850,Automatic,20296,20,64.2,Diesel,2100.0
3853, C Class,2017,20480,Automatic,30053,0,134.5,Hybrid,2000.0
3854, C Class,2016,28890,Automatic,35550,260,35.8,Petrol,3000.0
3855, C Class,2015,19780,Automatic,15629,125,60.1,Diesel,2100.0
3856, C Class,2019,19750,Automatic,12498,145,46.3,Petrol,1.5
3857, C Class,2019,24690,Automatic,14864,145,61.4,Diesel,2.0
3858, C Class,2019,29650,Automatic,5653,145,54.3,Diesel,1.6
3859, C Class,2020,34790,Automatic,2653,145,55.4,Diesel,2.0
3860, C Class,2019,26350,Automatic,7712,145,60.1,Diesel,1.6
3861, C Class,2020,35490,Automatic,2690,145,48.7,Diesel,2.0
3866, C Class,2019,28750,Automatic,9156,145,57.7,Diesel,2.0
3867, C Class,2019,29690,Automatic,5653,145,64.2,Diesel,2.0
3868, C Class,2020,31590,Automatic,1452,145,64.2,Diesel,2.0
3869, C Class,2019,22740,Automatic,17132,145,61.4,Diesel,2.0
3870, C Class,2016,19990,Automatic,31090,125,61.4,Diesel,2.1
3871, C Class,2019,42990,Automatic,5545,145,29.7,Petrol,3.0
3872, C Class,2019,27490,Automatic,5479,145,61.4,Diesel,2.0
3873, C Class,2019,24790,Automatic,10637,150,64.2,Diesel,2.0
3874, C Class,2016,17590,Automatic,32719,30,64.2,Diesel,1.6
3875, C Class,2018,23790,Automatic,16500,145,47.1,Petrol,2.0
3878, C Class,2016,22700,Automatic,48448,125,61.4,Diesel,2100.0
3879, C Class,2017,21800,Automatic,34408,145,47.1,Petrol,2000.0
3880, C Class,2020,38400,Automatic,2384,145,46.3,Diesel,2000.0
3881, C Class,2012,8199,Manual,41982,200,42.2,Petrol,1800.0
3882, C Class,2019,27500,Automatic,6995,145,57.7,Diesel,2000.0
3883, C Class,2017,20100,Automatic,13659,145,50.4,Petrol,2000.0
3884, C Class,2016,18800,Automatic,54000,30,65.7,Diesel,2100.0
3885, C Class,2016,20900,Automatic,21466,30,61.4,Diesel,2100.0
3886, C Class,2015,17900,Automatic,34797,30,64.2,Diesel,2100.0
3887, C Class,2018,14900,Automatic,33805,145,65.7,Diesel,2100.0
3888, C Class,2019,27900,Automatic,4507,145,54.3,Diesel,2000.0
3890, C Class,2017,23250,Automatic,15384,145,47.1,Petrol,2000.0
3891, C Class,2014,14250,Automatic,46310,125,50.4,Petrol,2000.0
3892, C Class,2017,18900,Automatic,58304,30,64.2,Diesel,2100.0
3893, C Class,2016,17299,Automatic,52400,30,61.4,Diesel,2143.0
3894, C Class,2016,14000,Automatic,45000,20,65.7,Diesel,2.1
3895, C Class,2019,30900,Automatic,8000,145,46.3,Petrol,1500.0
3897, C Class,2016,17800,Automatic,26866,20,64.2,Diesel,2100.0
3898, C Class,2016,16900,Automatic,18107,20,64.2,Diesel,2100.0
3899, C Class,2018,25900,Automatic,12072,145,57.7,Diesel,2000.0
3900, C Class,2016,21400,Automatic,17268,125,60.1,Diesel,2100.0
3901, C Class,2017,20750,Automatic,21650,30,64.2,Diesel,2100.0
3902, C Class,2016,19700,Automatic,19292,30,64.2,Diesel,2100.0
3903, C Class,2017,17400,Automatic,17980,20,65.7,Diesel,2100.0
3904, C Class,2019,28900,Automatic,11530,145,57.7,Diesel,2000.0
3906, C Class,2015,10200,Automatic,47392,145,53.3,Diesel,2.143
3907, C Class,2017,18000,Automatic,16747,145,60.1,Diesel,2.143
3908, C Class,2014,8200,Manual,80047,160,52.3,Diesel,2.143
3909, C Class,2015,13900,Automatic,57081,30,61.4,Diesel,2.143
3910, C Class,2016,15200,Automatic,51380,0,134.5,Other,1.991
3911, C Class,2016,13950,Manual,48128,20,65.7,Diesel,2.143
3912, C Class,2014,14000,Manual,14436,125,52.3,Petrol,1.991
3913, C Class,2017,17000,Automatic,29905,145,61.4,Diesel,2.143
3914, C Class,2018,14600,Manual,15950,145,53.3,Petrol,1.991
3915, C Class,2014,14600,Automatic,42949,125,60.1,Diesel,2.143
3916, C Class,2011,7995,Automatic,83000,235,38.2,Petrol,1800.0
3917, C Class,2015,13495,Manual,33000,125,53.3,Petrol,2000.0
3918, C Class,2013,9995,Automatic,69000,145,47.9,Petrol,1600.0
3920, C Class,2019,28480,Automatic,3600,145,60.1,Diesel,2000.0
3925, C Class,2020,30395,Automatic,2500,145,64.2,Diesel,2.0
3926, C Class,2017,17395,Automatic,25917,20,64.2,Diesel,2.1
3927, C Class,2017,32995,Automatic,10750,260,35.3,Petrol,3.0
3928, C Class,2017,15995,Automatic,29489,20,65.7,Diesel,2.1
3929, C Class,2019,23250,Automatic,15349,145,61.4,Diesel,2.0
3930, C Class,2019,27950,Automatic,6024,145,56.5,Diesel,2.0
3931, C Class,2017,18995,Automatic,54000,150,48.7,Petrol,2.0
3933, C Class,2019,27980,Automatic,3168,145,55.4,Diesel,2000.0
3935, C Class,2019,28250,Automatic,3477,145,61.4,Diesel,2000.0
3936, C Class,2017,23980,Automatic,24265,125,58.9,Diesel,2100.0
3937, C Class,2017,19890,Automatic,30281,150,60.1,Diesel,2100.0
3938, C Class,2016,17890,Automatic,44184,125,50.4,Petrol,2000.0
3939, C Class,2017,21000,Automatic,25000,140,134.5,Hybrid,2000.0
3940, C Class,2017,15700,Automatic,19023,145,65.7,Diesel,2100.0
