,model,year,price,transmission,mileage,engine size,mileage2,fuel type2,engine size2
488, C Class,2019,26885,Semi-Auto,2622,145,42.2,Petrol,1.6
489, C Class,2019,34790,Semi-Auto,5298,145,57.7,Diesel,2.0
490, C Class,2017,18495,Semi-Auto,22994,145,48.7,Petrol,2.0
491, C Class,2016,15699,Semi-Auto,30301,20,65.7,Diesel,2.1
492, C Class,2017,18499,Semi-Auto,28480,30,64.2,Diesel,1.6
493, C Class,2018,24799,Semi-Auto,20087,145,47.1,Petrol,2.0
494, C Class,2017,18995,Automatic,11800,145,61.4,Diesel,2.1
495, C Class,2014,15280,Semi-Auto,25901,20,64.2,Diesel,2.1
496, C Class,2014,14795,Automatic,20417,125,52.3,Petrol,2.0
497, C Class,2018,19840,Automatic,14467,145,61.4,Diesel,2.1
498, C Class,2014,13791,Semi-Auto,53144,20,64.2,Diesel,2.1
499, C Class,2017,24360,Semi-Auto,14346,145,65.7,Diesel,2.1
500, C Class,2016,16990,Semi-Auto,35991,30,64.2,Diesel,2.1
501, C Class,2016,17990,Semi-Auto,30795,30,61.4,Diesel,2.1
502, C Class,2014,14990,Semi-Auto,56958,30,64.2,Diesel,2.1
503, C Class,2016,15990,Semi-Auto,26957,30,65.7,Diesel,1.6
504, C Class,2017,16998,Semi-Auto,26281,30,65.7,Diesel,1.6
505, C Class,2016,21495,Semi-Auto,16723,125,60.1,Diesel,2.1
506, C Class,2016,20995,Semi-Auto,14909,30,64.2,Diesel,2.1
507, C Class,2018,20495,Semi-Auto,24158,145,60.1,Diesel,2.1
508, C Class,2019,24736,Semi-Auto,10605,145,64.2,Diesel,2.0
509, C Class,2017,21595,Semi-Auto,12648,145,67.3,Diesel,2.1
510, C Class,2017,21295,Semi-Auto,36135,30,65.7,Diesel,2.1
511, C Class,2016,19995,Semi-Auto,19488,30,64.2,Diesel,2.1
512, C Class,2017,23495,Semi-Auto,23033,30,65.7,Diesel,2.1
513, C Class,2016,15490,Semi-Auto,22178,30,65.7,Diesel,1.6
514, C Class,2017,17000,Semi-Auto,23400,145,64.2,Diesel,2.1
515, C Class,2017,16402,Automatic,22214,125,53.3,Petrol,2.0
516, C Class,2019,20682,Automatic,10920,145,64.2,Diesel,2.1
517, C Class,2018,29232,Semi-Auto,8673,145,54.3,Diesel,2.0
518, C Class,2015,14698,Semi-Auto,39687,125,52.3,Petrol,2.0
519, C Class,2014,14288,Semi-Auto,54230,30,64.2,Diesel,2.1
520, C Class,2018,18265,Semi-Auto,16974,145,64.2,Diesel,2.1
521, C Class,2014,15971,Semi-Auto,14354,125,52.3,Petrol,2.0
522, C Class,2017,19465,Automatic,35599,145,47.9,Petrol,2.0
523, C Class,2017,16210,Semi-Auto,32632,145,64.2,Diesel,2.1
524, C Class,2016,16990,Semi-Auto,35394,30,64.2,Diesel,2.1
525, C Class,2017,20990,Semi-Auto,19733,150,48.7,Petrol,2.0
526, C Class,2016,17699,Semi-Auto,15511,125,52.3,Petrol,2.0
527, C Class,2017,18495,Semi-Auto,41857,145,61.4,Diesel,2.1
528, C Class,2019,28995,Semi-Auto,4099,145,46.3,Petrol,1.5
529, C Class,2016,14495,Automatic,50995,30,64.2,Diesel,1.6
530, C Class,2014,13950,Semi-Auto,45527,20,64.2,Diesel,2.1
531, C Class,2014,12750,Semi-Auto,74000,30,62.8,Diesel,2.1
532, C Class,2016,19495,Automatic,45907,0,74.3,Hybrid,2.1
533, C Class,2016,18995,Semi-Auto,38305,30,64.2,Diesel,2.1
534, C Class,2018,19950,Semi-Auto,33082,145,64.2,Diesel,2.1
535, C Class,2017,19498,Semi-Auto,22424,30,60.1,Diesel,2.1
536, C Class,2014,16360,Semi-Auto,46425,30,64.2,Diesel,2.1
537, C Class,2017,16767,Automatic,24425,145,64.2,Diesel,2.1
538, C Class,2014,10190,Semi-Auto,62448,150,56.5,Diesel,2.1
540, C Class,2015,15998,Semi-Auto,32023,30,64.2,Diesel,2.1
541, C Class,2016,15998,Semi-Auto,25202,30,65.7,Diesel,1.6
542, C Class,2017,24698,Semi-Auto,28631,150,67.3,Diesel,2.1
543, C Class,2016,14398,Semi-Auto,29002,20,65.7,Diesel,2.1
544, C Class,2014,15998,Semi-Auto,66140,125,60.1,Diesel,2.1
545, C Class,2018,19950,Semi-Auto,33082,145,64.2,Diesel,2.1
546, C Class,2014,11149,Semi-Auto,39173,145,56.5,Diesel,2.1
547, C Class,2018,17990,Semi-Auto,27000,145,48.7,Petrol,2.0
548, C Class,2017,16490,Semi-Auto,17000,20,65.7,Diesel,2.1
550, C Class,2015,11850,Semi-Auto,39877,145,53.3,Diesel,2.1
551, C Class,2017,16350,Semi-Auto,14893,30,64.2,Diesel,1.6
552, C Class,2015,10477,Semi-Auto,81816,125,53.3,Petrol,2.0
553, C Class,2018,18998,Semi-Auto,15408,145,50.4,Petrol,2.0
554, C Class,2016,15870,Automatic,40998,30,62.8,Diesel,2.1
555, C Class,2016,16700,Automatic,23539,30,64.2,Diesel,2.1
556, C Class,2017,19502,Semi-Auto,37293,145,49.6,Petrol,2.0
557, C Class,2019,28332,Automatic,7866,145,56.5,Diesel,2.0
558, C Class,2016,17992,Semi-Auto,14160,20,64.2,Diesel,2.1
559, C Class,2019,49280,Automatic,962,145,28.5,Petrol,4.0
560, C Class,2019,28810,Automatic,2695,145,55.4,Diesel,2.0
561, C Class,2019,30000,Automatic,7311,145,44.1,Petrol,2.0
562, C Class,2015,17901,Semi-Auto,9601,125,52.3,Petrol,2.0
563, C Class,2017,19971,Semi-Auto,28735,145,58.9,Diesel,2.1
564, C Class,2018,26281,Semi-Auto,10997,145,67.3,Diesel,2.1
565, C Class,2017,17791,Semi-Auto,20392,150,64.2,Diesel,2.1
566, C Class,2016,16998,Automatic,59208,0,76.4,Hybrid,2.1
567, C Class,2014,14498,Semi-Auto,39442,20,64.2,Diesel,2.1
568, C Class,2016,16998,Semi-Auto,35721,30,64.2,Diesel,2.1
569, C Class,2015,16990,Automatic,7976,125,52.3,Petrol,2.0
570, C Class,2016,19798,Semi-Auto,29643,125,60.1,Diesel,2.1
571, C Class,2016,16998,Semi-Auto,21967,125,53.3,Petrol,2.0
572, C Class,2017,16750,Semi-Auto,20000,145,65.7,Diesel,2.1
573, C Class,2015,12880,Semi-Auto,32786,145,53.3,Diesel,2.1
574, C Class,2017,18660,Semi-Auto,23257,145,61.4,Diesel,2.1
575, C Class,2016,17990,Semi-Auto,59625,30,64.2,Diesel,2.1
576, C Class,2018,25882,Automatic,12145,145,58.9,Diesel,2.1
577, C Class,2019,29046,Automatic,5971,145,61.4,Diesel,2.0
578, C Class,2019,26256,Semi-Auto,14895,145,61.4,Diesel,2.0
579, C Class,2017,20498,Semi-Auto,5630,145,64.2,Diesel,1.6
580, C Class,2013,11298,Semi-Auto,37964,165,44.8,Petrol,1.6
581, C Class,2017,16500,Semi-Auto,14077,145,64.2,Diesel,2.1
582, C Class,2014,16990,Semi-Auto,40000,145,49.6,Petrol,2.0
583, C Class,2017,25232,Automatic,15104,145,58.9,Diesel,2.1
584, C Class,2018,30022,Automatic,6061,145,54.3,Diesel,2.0
585, C Class,2016,15952,Automatic,34327,20,64.2,Diesel,2.1
586, C Class,2015,15542,Semi-Auto,49436,30,62.8,Diesel,2.1
587, C Class,2019,39995,Semi-Auto,4604,150,29.4,Petrol,3.0
588, C Class,2019,25995,Semi-Auto,10085,145,56.5,Diesel,2.0
589, C Class,2019,26995,Semi-Auto,5745,145,44.1,Petrol,2.0
590, C Class,2016,17950,Automatic,20005,30,64.2,Diesel,2.1
591, C Class,2017,15267,Manual,25820,125,53.3,Petrol,2.0
592, C Class,2016,18247,Automatic,16975,0,134.5,Hybrid,2.0
593, C Class,2016,15067,Manual,21553,20,70.6,Diesel,1.6
594, C Class,2015,13917,Automatic,43097,125,52.3,Petrol,2.0
595, C Class,2015,15990,Automatic,26400,125,52.3,Petrol,2.0
596, C Class,2016,18833,Automatic,17593,30,64.2,Diesel,2.1
597, C Class,2019,28980,Automatic,8501,145,61.4,Diesel,2.0
598, C Class,2020,28220,Semi-Auto,4501,145,54.3,Diesel,1.6
599, C Class,2017,23572,Automatic,18495,150,58.9,Diesel,2.1
600, C Class,2017,14702,Manual,52207,145,53.3,Petrol,2.0
601, C Class,2019,20495,Semi-Auto,13742,145,61.4,Diesel,2.0
602, C Class,2016,18495,Semi-Auto,30000,0,74.3,Hybrid,2.1
603, C Class,2017,15495,Manual,31070,125,51.4,Petrol,2.0
604, C Class,2017,30995,Automatic,22191,145,34.0,Petrol,3.0
605, C Class,2017,25995,Automatic,20875,145,54.3,Diesel,2.1
606, C Class,2019,23995,Semi-Auto,15280,145,44.1,Petrol,1.5
607, C Class,2019,25495,Semi-Auto,631,145,60.1,Diesel,2.1
608, C Class,2019,26495,Semi-Auto,3918,145,56.5,Diesel,2.0
609, C Class,2016,17995,Semi-Auto,33000,30,61.4,Diesel,2.1
610, C Class,2017,20981,Manual,7693,145,53.3,Petrol,2.0
611, C Class,2019,33530,Automatic,6780,145,30.4,Petrol,3.0
612, C Class,2017,22532,Semi-Auto,20150,145,47.1,Petrol,2.0
613, C Class,2019,27036,Automatic,10415,145,61.4,Diesel,2.0
614, C Class,2019,30236,Automatic,7831,145,44.1,Petrol,2.0
615, C Class,2018,25298,Semi-Auto,8702,145,47.1,Petrol,2.0
616, C Class,2017,25498,Automatic,6067,145,67.3,Diesel,2.1
617, C Class,2016,21698,Semi-Auto,15804,0,134.5,Hybrid,2.0
618, C Class,2015,15790,Semi-Auto,19830,125,50.4,Petrol,2.0
619, C Class,2017,33000,Semi-Auto,10439,145,35.3,Petrol,3.0
620, C Class,2016,16998,Semi-Auto,13795,30,65.7,Diesel,1.6
621, C Class,2017,20612,Semi-Auto,27526,30,64.2,Diesel,2.1
622, C Class,2016,18211,Semi-Auto,16206,30,64.2,Diesel,2.1
623, C Class,2019,49780,Automatic,5654,145,28.5,Petrol,4.0
624, C Class,2016,26495,Semi-Auto,22456,260,35.8,Petrol,3.0
625, C Class,2017,20680,Semi-Auto,22486,145,58.9,Diesel,2.1
626, C Class,2017,16299,Automatic,30612,145,64.2,Diesel,2.1
627, C Class,2019,27998,Semi-Auto,10134,145,61.4,Diesel,2.0
628, C Class,2017,18240,Semi-Auto,44118,0,134.5,Hybrid,2.0
629, C Class,2017,22792,Semi-Auto,11163,145,48.7,Petrol,2.0
630, C Class,2019,24000,Semi-Auto,7286,145,44.1,Petrol,1.5
631, C Class,2019,30980,Semi-Auto,3402,145,46.3,Petrol,1.5
632, C Class,2017,18231,Semi-Auto,20185,145,50.4,Petrol,2.0
633, C Class,2014,14601,Semi-Auto,60000,125,60.1,Diesel,2.1
634, C Class,2019,28887,Automatic,9985,145,57.7,Diesel,2.0
635, C Class,2018,23247,Automatic,10137,145,61.4,Diesel,2.1
636, C Class,2017,22720,Automatic,14161,145,67.3,Diesel,2.1
637, C Class,2017,18115,Semi-Auto,20846,145,50.4,Petrol,2.0
638, C Class,2019,28429,Semi-Auto,5866,145,54.3,Diesel,1.6
639, C Class,2020,32480,Semi-Auto,16,145,64.2,Diesel,2.0
640, C Class,2019,41500,Semi-Auto,3805,145,30.4,Petrol,3.0
641, C Class,2016,20480,Semi-Auto,20169,30,64.2,Diesel,2.1
642, C Class,2016,21000,Semi-Auto,22156,30,64.2,Diesel,2.1
643, C Class,2019,45980,Semi-Auto,3830,145,29.7,Petrol,3.0
644, C Class,2019,20980,Semi-Auto,4908,145,44.1,Petrol,1.5
645, C Class,2016,19750,Semi-Auto,25000,30,64.2,Diesel,2.1
646, C Class,2020,39995,Semi-Auto,5000,145,44.1,Petrol,1.5
647, C Class,2020,37995,Semi-Auto,5000,145,46.3,Petrol,1.5
648, C Class,2020,69995,Semi-Auto,250,145,28.0,Petrol,4.0
649, C Class,2020,31995,Semi-Auto,5000,145,58.9,Diesel,1.6
650, C Class,2019,38995,Semi-Auto,12357,150,29.7,Petrol,3.0
651, C Class,2019,59995,Semi-Auto,1400,150,28.0,Petrol,4.0
652, C Class,2017,15280,Manual,27832,145,72.4,Diesel,1.6
653, C Class,2017,35420,Semi-Auto,24057,150,34.5,Petrol,4.0
654, C Class,2017,17980,Semi-Auto,38609,30,64.2,Diesel,2.1
655, C Class,2016,16890,Semi-Auto,60677,30,64.2,Diesel,2.1
656, C Class,2020,36990,Semi-Auto,2151,145,42.2,Petrol,2.0
657, C Class,2016,14750,Automatic,28612,20,65.7,Diesel,2.1
658, C Class,2016,20365,Semi-Auto,21430,145,49.6,Petrol,2.0
659, C Class,2016,21505,Automatic,16703,125,61.4,Diesel,2.1
660, C Class,2018,24791,Semi-Auto,16052,145,44.1,Petrol,2.0
661, C Class,2015,16581,Semi-Auto,23985,20,64.2,Diesel,2.1
662, C Class,2019,27810,Automatic,6621,145,61.4,Diesel,2.0
663, C Class,2018,28750,Automatic,7140,145,54.3,Diesel,2.0
664, C Class,2017,26790,Automatic,4910,145,40.9,Petrol,2.0
665, C Class,2016,17981,Semi-Auto,10581,30,64.2,Diesel,1.6
666, C Class,2019,29890,Automatic,1646,145,44.1,Petrol,2.0
667, C Class,2019,24980,Automatic,15000,145,60.1,Diesel,1.6
668, C Class,2015,19990,Semi-Auto,12469,30,64.2,Diesel,2.1
669, C Class,2019,25980,Semi-Auto,13624,145,45.6,Petrol,1.5
670, C Class,2019,24980,Semi-Auto,2072,145,47.9,Petrol,2.0
671, C Class,2016,20995,Automatic,19805,20,67.3,Diesel,2.1
672, C Class,2017,21630,Automatic,21994,145,67.3,Diesel,2.1
673, C Class,2014,12262,Semi-Auto,39547,145,53.3,Diesel,2.1
674, C Class,2020,29880,Semi-Auto,3000,145,64.2,Diesel,2.0
675, C Class,2016,22790,Semi-Auto,9600,145,49.6,Petrol,2.0
676, C Class,2016,16657,Semi-Auto,24247,20,65.7,Diesel,2.1
677, C Class,2019,27480,Automatic,10100,145,64.2,Diesel,2.0
678, C Class,2019,20980,Semi-Auto,12794,145,61.4,Diesel,2.0
679, C Class,2016,18280,Semi-Auto,36946,30,64.2,Diesel,2.1
680, C Class,2019,26480,Semi-Auto,11487,145,61.4,Diesel,2.0
681, C Class,2018,21000,Semi-Auto,16424,145,64.2,Diesel,2.1
682, C Class,2019,27980,Semi-Auto,9731,145,64.2,Diesel,2.0
683, C Class,2019,28480,Semi-Auto,13435,145,56.5,Diesel,2.0
684, C Class,2018,24480,Semi-Auto,10859,145,58.9,Diesel,2.1
685, C Class,2019,24980,Semi-Auto,4444,145,45.6,Petrol,1.5
686, C Class,2015,17790,Automatic,8726,20,64.2,Diesel,2.1
687, C Class,2015,14690,Semi-Auto,68647,30,64.2,Diesel,2.1
688, C Class,2018,22991,Semi-Auto,7615,145,67.3,Diesel,2.1
689, C Class,2017,20150,Semi-Auto,40993,125,60.1,Diesel,2.1
690, C Class,2019,28290,Automatic,2300,145,64.2,Diesel,2.0
691, C Class,2017,20091,Semi-Auto,24991,150,61.4,Diesel,2.1
692, C Class,2016,17498,Semi-Auto,63507,0,76.4,Hybrid,2.1
693, C Class,2015,10998,Manual,92589,20,68.9,Diesel,2.1
694, C Class,2016,15798,Semi-Auto,41279,20,64.2,Diesel,2.1
695, C Class,2017,16495,Semi-Auto,25656,30,65.7,Diesel,1.6
696, C Class,2019,41070,Automatic,7969,145,29.4,Petrol,3.0
697, C Class,2016,17822,Semi-Auto,19682,20,64.2,Diesel,2.1
699, C Class,2019,38610,Automatic,6249,145,29.1,Petrol,3.0
700, C Class,2019,34990,Automatic,3196,145,54.3,Diesel,1.6
701, C Class,2017,20022,Semi-Auto,35214,30,64.2,Diesel,2.1
702, C Class,2017,17313,Automatic,14364,125,53.3,Petrol,2.0
703, C Class,2017,24352,Automatic,8884,20,67.3,Diesel,2.1
704, C Class,2017,18372,Semi-Auto,26508,145,50.4,Petrol,2.0
705, C Class,2015,16592,Semi-Auto,25230,20,64.2,Diesel,2.1
706, C Class,2019,22156,Automatic,15179,145,44.1,Petrol,1.5
707, C Class,2017,17282,Semi-Auto,27107,145,64.2,Diesel,2.1
708, C Class,2019,31716,Semi-Auto,9785,145,54.3,Diesel,2.0
709, C Class,2017,22852,Semi-Auto,21750,145,67.3,Diesel,2.1
710, C Class,2015,15212,Semi-Auto,36120,20,64.2,Diesel,2.1
711, C Class,2016,20092,Semi-Auto,25803,30,61.4,Diesel,2.1
712, C Class,2017,23572,Automatic,18495,145,58.9,Diesel,2.1
713, C Class,2019,28896,Automatic,6765,145,61.4,Diesel,2.0
714, C Class,2019,30516,Automatic,5465,145,44.1,Petrol,2.0
715, C Class,2019,23206,Automatic,9150,145,61.4,Diesel,2.0
716, C Class,2019,27826,Automatic,6522,145,44.1,Petrol,2.0
717, C Class,2016,25532,Automatic,15129,160,44.1,Petrol,2.0
718, C Class,2018,25812,Semi-Auto,11451,145,67.3,Diesel,2.1
719, C Class,2018,22480,Semi-Auto,10339,145,58.9,Diesel,2.1
720, C Class,2015,10397,Manual,79881,20,65.7,Diesel,2.1
721, C Class,2017,33202,Automatic,21524,145,34.0,Petrol,3.0
722, C Class,2018,27622,Semi-Auto,8984,145,44.1,Petrol,1.5
723, C Class,2015,12672,Manual,44121,20,70.6,Diesel,2.1
724, C Class,2015,13898,Manual,17426,125,53.3,Petrol,2.0
725, C Class,2017,18498,Semi-Auto,42100,0,134.5,Hybrid,2.0
726, C Class,2019,24998,Semi-Auto,12999,145,58.9,Diesel,2.0
727, C Class,2016,16009,Automatic,39924,30,64.2,Diesel,1.6
728, C Class,2017,13980,Manual,21300,150,53.3,Petrol,2.0
729, C Class,2017,14980,Manual,45034,20,68.9,Diesel,2.1
730, C Class,2017,18830,Semi-Auto,42437,0,134.5,Hybrid,2.0
731, C Class,2017,19250,Semi-Auto,30796,0,134.5,Hybrid,2.0
732, C Class,2014,13251,Semi-Auto,56219,20,64.2,Diesel,2.1
733, C Class,2015,13390,Automatic,88218,0,76.4,Hybrid,2.1
734, C Class,2017,17230,Semi-Auto,33538,145,41.5,Petrol,2.0
735, C Class,2019,28480,Semi-Auto,15160,145,44.1,Petrol,1.5
736, C Class,2019,29480,Semi-Auto,10844,145,44.1,Petrol,2.0
737, C Class,2019,42000,Semi-Auto,3864,145,30.4,Petrol,3.0
738, C Class,2019,50981,Automatic,7721,145,29.1,Petrol,3.0
739, C Class,2015,17712,Semi-Auto,22958,30,64.2,Diesel,1.6
740, C Class,2019,39290,Semi-Auto,4651,145,30.4,Petrol,3.0
741, C Class,2017,27462,Automatic,13258,145,44.1,Petrol,2.0
742, C Class,2020,39981,Semi-Auto,4065,145,57.7,Diesel,2.0
743, C Class,2017,34981,Semi-Auto,28174,300,33.6,Petrol,4.0
744, C Class,2018,19902,Semi-Auto,45734,145,62.8,Diesel,2.1
745, C Class,2019,31040,Semi-Auto,4511,145,64.2,Diesel,2.0
746, C Class,2019,20482,Semi-Auto,14061,145,46.3,Petrol,1.5
747, C Class,2019,26056,Semi-Auto,10096,145,46.3,Petrol,1.5
748, C Class,2015,10610,Manual,83047,20,70.6,Diesel,1.6
749, C Class,2017,14965,Semi-Auto,40623,30,64.2,Diesel,1.6
750, C Class,2016,19490,Semi-Auto,26900,30,64.2,Diesel,2.1
751, C Class,2016,14700,Automatic,59023,30,64.2,Diesel,1.6
752, C Class,2016,13200,Manual,52684,30,65.7,Diesel,1.6
753, C Class,2014,13100,Semi-Auto,78845,30,64.2,Diesel,2.1
754, C Class,2013,10404,Semi-Auto,42477,160,46.3,Petrol,1.6
755, C Class,2017,24998,Semi-Auto,15754,145,67.3,Diesel,2.1
756, C Class,2019,23991,Semi-Auto,9179,145,64.2,Diesel,2.0
757, C Class,2017,23981,Semi-Auto,55381,150,61.4,Diesel,2.1
758, C Class,2016,14981,Semi-Auto,35000,30,65.7,Diesel,1.6
759, C Class,2014,15981,Semi-Auto,49552,30,64.2,Diesel,2.1
760, C Class,2018,25302,Semi-Auto,17933,150,61.4,Diesel,2.1
761, C Class,2017,34981,Semi-Auto,22056,150,35.3,Petrol,3.0
762, C Class,2017,16481,Semi-Auto,43678,20,65.7,Diesel,2.1
763, C Class,2019,59830,Automatic,6234,145,28.5,Petrol,4.0
764, C Class,2016,17902,Semi-Auto,29607,30,64.2,Diesel,1.6
765, C Class,2019,29592,Automatic,7325,145,43.5,Petrol,2.0
766, C Class,2017,18970,Automatic,19858,145,64.2,Diesel,1.6
767, C Class,2016,21870,Semi-Auto,7576,20,67.3,Diesel,2.1
768, C Class,2015,16260,Semi-Auto,18025,20,64.2,Diesel,2.1
769, C Class,2015,15480,Manual,35223,20,68.9,Diesel,2.1
770, C Class,2019,24980,Semi-Auto,11589,145,45.6,Petrol,1.5
771, C Class,2019,29000,Semi-Auto,6349,145,44.1,Petrol,1.5
772, C Class,2019,23980,Semi-Auto,5164,145,45.6,Petrol,1.5
773, C Class,2019,25980,Semi-Auto,14284,145,61.4,Diesel,2.0
774, C Class,2019,25980,Semi-Auto,15070,145,61.4,Diesel,2.0
775, C Class,2019,29500,Semi-Auto,6936,145,44.1,Petrol,2.0
776, C Class,2017,18480,Semi-Auto,33105,145,64.2,Diesel,2.1
777, C Class,2018,27980,Semi-Auto,12173,145,57.7,Diesel,2.0
778, C Class,2019,24980,Semi-Auto,4238,145,45.6,Petrol,1.5
779, C Class,2019,29980,Semi-Auto,8709,145,57.7,Diesel,2.0
780, C Class,2016,19000,Semi-Auto,28632,30,64.2,Diesel,2.1
781, C Class,2020,28490,Semi-Auto,16388,145,64.2,Diesel,2.0
782, C Class,2017,16791,Semi-Auto,45624,145,61.4,Diesel,2.1
783, C Class,2016,17148,Automatic,34794,30,64.2,Diesel,2.1
784, C Class,2016,17491,Semi-Auto,33532,30,64.2,Diesel,2.1
785, C Class,2019,28480,Automatic,8900,145,57.7,Diesel,2.0
786, C Class,2019,28990,Automatic,5904,145,55.4,Diesel,2.0
787, C Class,2019,35740,Semi-Auto,20016,145,29.7,Petrol,3.0
788, C Class,2019,28351,Automatic,555,145,55.4,Diesel,2.0
789, C Class,2018,28652,Automatic,8928,145,44.1,Petrol,1.5
790, C Class,2017,21991,Semi-Auto,20249,30,64.2,Diesel,2.1
791, C Class,2017,49991,Automatic,26000,150,31.7,Petrol,4.0
792, C Class,2020,33111,Semi-Auto,4000,150,64.2,Diesel,2.0
793, C Class,2019,34070,Automatic,14413,145,53.3,Diesel,2.0
794, C Class,2018,23022,Automatic,8890,145,61.4,Diesel,2.0
795, C Class,2019,53991,Automatic,8011,145,29.7,Petrol,3.0
797, C Class,2019,26530,Automatic,3995,145,60.1,Diesel,1.6
798, C Class,2019,25830,Automatic,6516,145,60.1,Diesel,1.6
799, C Class,2016,18340,Manual,43650,30,65.7,Diesel,2.1
800, C Class,2017,20340,Semi-Auto,34611,30,64.2,Diesel,2.1
801, C Class,2017,19980,Semi-Auto,38515,30,64.2,Diesel,2.1
802, C Class,2019,26550,Automatic,4001,145,64.2,Diesel,2.0
803, C Class,2018,21430,Semi-Auto,7011,145,64.2,Diesel,1.6
804, C Class,2018,24810,Semi-Auto,20496,145,67.3,Diesel,2.1
805, C Class,2020,28590,Semi-Auto,1501,145,54.3,Diesel,1.6
806, C Class,2015,13500,Semi-Auto,37020,30,65.7,Diesel,1.6
808, C Class,2014,16964,Automatic,20281,30,64.2,Diesel,2.1
809, C Class,2018,22680,Automatic,20039,145,67.3,Diesel,2.1
810, C Class,2017,18995,Semi-Auto,40400,0,134.5,Hybrid,2.0
811, C Class,2017,16995,Semi-Auto,24844,30,65.7,Diesel,1.6
812, C Class,2017,13610,Manual,32783,125,53.3,Petrol,2.0
813, C Class,2016,16000,Manual,19019,20,70.6,Diesel,1.6
814, C Class,2020,31480,Semi-Auto,9,145,64.2,Diesel,2.0
815, C Class,2017,21000,Semi-Auto,19566,145,61.4,Diesel,2.1
816, C Class,2019,31980,Semi-Auto,3986,145,61.4,Diesel,2.0
817, C Class,2019,31000,Semi-Auto,3144,145,55.4,Diesel,2.0
818, C Class,2017,17480,Semi-Auto,11906,20,65.7,Diesel,2.1
819, C Class,2019,31980,Semi-Auto,16,145,44.1,Petrol,1.5
820, C Class,2019,44980,Semi-Auto,4887,145,29.7,Petrol,3.0
821, C Class,2019,31480,Semi-Auto,3229,145,64.2,Diesel,2.0
822, C Class,2019,30480,Semi-Auto,6646,145,64.2,Diesel,2.0
823, C Class,2019,35980,Semi-Auto,3566,145,61.4,Diesel,2.0
824, C Class,2019,29980,Semi-Auto,16,145,60.1,Diesel,1.6
825, C Class,2020,32980,Semi-Auto,16,145,61.4,Diesel,2.0
826, C Class,2019,38500,Semi-Auto,3999,145,30.4,Petrol,3.0
828, C Class,2019,66990,Automatic,9625,145,28.0,Petrol,4.0
829, C Class,2017,25172,Automatic,30525,145,44.1,Petrol,2.0
830, C Class,2019,28466,Automatic,3074,145,44.1,Petrol,1.5
831, C Class,2019,30572,Automatic,5524,145,44.1,Petrol,1.5
832, C Class,2019,29782,Automatic,7859,145,44.1,Petrol,2.0
833, C Class,2019,27066,Automatic,6655,145,44.1,Petrol,2.0
834, C Class,2019,20676,Automatic,14163,145,61.4,Diesel,2.0
835, C Class,2019,24306,Semi-Auto,15253,145,61.4,Diesel,2.0
836, C Class,2015,17682,Semi-Auto,27852,30,64.2,Diesel,2.1
837, C Class,2018,29532,Semi-Auto,7809,145,54.3,Diesel,2.0
838, C Class,2017,20480,Semi-Auto,12283,145,64.2,Diesel,2.1
839, C Class,2019,28980,Semi-Auto,3695,145,56.5,Diesel,2.0
840, C Class,2019,19980,Semi-Auto,14269,145,46.3,Petrol,1.5
841, C Class,2017,17980,Semi-Auto,32259,30,64.2,Diesel,2.1
842, C Class,2019,28480,Semi-Auto,4665,145,44.1,Petrol,2.0
843, C Class,2017,24880,Automatic,14843,145,54.3,Diesel,2.1
844, C Class,2020,35980,Semi-Auto,9,145,55.4,Diesel,2.0
845, C Class,2020,32480,Semi-Auto,16,145,64.2,Diesel,2.0
846, C Class,2020,22980,Manual,16,145,47.1,Petrol,1.6
847, C Class,2020,31980,Semi-Auto,16,145,64.2,Diesel,2.0
848, C Class,2020,31980,Semi-Auto,16,145,64.2,Diesel,2.0
849, C Class,2019,31480,Semi-Auto,16,145,51.4,Diesel,2.0
850, C Class,2019,29980,Semi-Auto,16,145,46.3,Petrol,1.5
851, C Class,2019,35980,Semi-Auto,9,145,57.7,Diesel,2.0
852, C Class,2019,31980,Semi-Auto,9,145,61.4,Diesel,2.0
853, C Class,2019,29980,Semi-Auto,5428,145,56.5,Diesel,2.0
854, C Class,2020,33980,Semi-Auto,16,145,51.4,Diesel,2.0
855, C Class,2020,29980,Semi-Auto,9,150,46.3,Petrol,1.5
856, C Class,2017,19980,Semi-Auto,16624,145,64.2,Diesel,2.1
857, C Class,2019,33980,Semi-Auto,9,145,57.7,Diesel,2.0
858, C Class,2019,31980,Semi-Auto,9,145,64.2,Diesel,2.0
859, C Class,2019,27500,Semi-Auto,5866,145,46.3,Petrol,1.5
860, C Class,2019,26000,Semi-Auto,9180,145,64.2,Diesel,2.0
861, C Class,2019,31980,Semi-Auto,16,145,61.4,Diesel,2.0
862, C Class,2019,30980,Semi-Auto,4288,145,54.3,Diesel,1.6
863, C Class,2019,35980,Semi-Auto,1844,145,61.4,Diesel,2.0
864, C Class,2019,32980,Semi-Auto,16,145,46.3,Petrol,1.5
865, C Class,2019,36980,Automatic,9,145,61.4,Diesel,2.0
866, C Class,2019,20980,Semi-Auto,14694,145,44.1,Petrol,1.5
867, C Class,2019,20980,Semi-Auto,13137,145,44.1,Petrol,1.5
868, C Class,2017,15980,Manual,34692,20,68.9,Diesel,2.1
869, C Class,2018,27980,Semi-Auto,13199,145,57.7,Diesel,2.0
870, C Class,2019,29980,Semi-Auto,4616,145,57.7,Diesel,2.0
